Region,Codigo region,Comuna,Codigo comuna,Poblacion,2020-03-30,2020-04-01,2020-04-03,2020-04-06,2020-04-08,2020-04-10,2020-04-13,2020-04-15,2020-04-17,2020-04-20,2020-04-24
Maule,07,Romeral,7306.0,16170.0,6.2,12.4,12.4,12.4,12.4,18.6,18.6,24.7,30.9,74.2,80.4
Maule,07,Sagrada Familia,7307.0,19469.0,0.0,0.0,0.0,5.1,5.1,5.1,5.1,5.1,5.1,5.1,10.3
Maule,07,San Clemente,7109.0,46292.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.6,15.1,19.4
Maule,07,San Javier,7406.0,49451.0,0.0,2.0,2.0,14.2,14.2,16.2,16.2,18.2,22.2,32.4,40.4
Maule,07,San Rafael,7110.0,9959.0,0.0,0.0,10.0,10.0,10.0,10.0,20.1,20.1,20.1,20.1,30.1
Maule,07,Talca,7101.0,236724.0,14.4,15.6,17.7,20.3,21.5,21.5,21.5,24.1,38.4,56.2,61.3
Maule,07,Teno,7308.0,30850.0,0.0,0.0,0.0,0.0,0.0,3.2,3.2,3.2,3.2,6.5,6.5
Maule,07,Vichuquen,7309.0,4381.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Maule,07,Villa Alegre,7407.0,17512.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.7,5.7
Maule,07,Yerbas Buenas,7408.0,19200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.2,5.2
Maule,07,Total,,1131939.0,5.1,6.3,7.9,9.5,10.5,11.6,12.5,13.4,19.7,27.4,31.7
Nuble,16,Bulnes,16102.0,22607.0,53.1,79.6,141.5,159.2,199.1,212.3,212.3,212.3,212.3,238.9,261.0
Nuble,16,Chillan,16101.0,198624.0,57.4,87.1,120.8,146.5,164.6,172.2,178.7,187.8,194.8,198.9,206.9
Nuble,16,Chillan Viejo,16103.0,33827.0,38.4,65.0,76.9,88.7,100.5,118.2,130.1,133.0,133.0,144.9,153.7
Nuble,16,Cobquecura,16202.0,5275.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nuble,16,Coelemu,16203.0,16845.0,0.0,5.9,11.9,17.8,23.7,23.7,23.7,23.7,23.7,23.7,23.7
Nuble,16,Coihueco,16302.0,28375.0,10.6,10.6,10.6,21.1,24.7,28.2,38.8,38.8,49.3,74.0,84.6
Nuble,16,El Carmen,16104.0,12334.0,8.1,16.2,16.2,16.2,24.3,24.3,24.3,24.3,24.3,24.3,24.3
Nuble,16,Ninhue,16204.0,5414.0,0.0,0.0,0.0,0.0,18.5,18.5,36.9,55.4,55.4,73.9,73.9
Nuble,16,Niquen,16303.0,11567.0,0.0,0.0,0.0,0.0,17.3,17.3,17.3,17.3,17.3,25.9,25.9
Nuble,16,Pemuco,16105.0,8639.0,0.0,0.0,0.0,23.2,34.7,34.7,46.3,46.3,46.3,57.9,57.9
Nuble,16,Pinto,16106.0,11880.0,8.4,16.8,50.5,75.8,84.2,84.2,84.2,84.2,84.2,92.6,92.6
Nuble,16,Portezuelo,16205.0,4940.0,0.0,0.0,0.0,0.0,0.0,0.0,20.2,0.0,0.0,0.0,0.0
Nuble,16,Quillon,16107.0,18777.0,21.3,37.3,79.9,90.5,117.2,117.2,122.5,122.5,127.8,138.5,138.5
Nuble,16,Quirihue,16201.0,12192.0,0.0,0.0,0.0,8.2,32.8,32.8,32.8,16.4,24.6,24.6,32.8
Nuble,16,Ranquil,16206.0,6261.0,0.0,16.0,79.9,111.8,143.7,143.7,159.7,143.7,143.7,143.7,143.7
Nuble,16,San Carlos,16301.0,56252.0,14.2,23.1,23.1,33.8,49.8,51.6,55.1,55.1,55.1,56.9,60.4
Nuble,16,San Fabian,16304.0,4654.0,64.5,107.4,128.9,128.9,128.9,128.9,128.9,128.9,128.9,128.9,150.4
Nuble,16,San Ignacio,16108.0,16624.0,6.0,6.0,18.0,36.1,36.1,36.1,36.1,24.1,24.1,24.1,30.1
Nuble,16,San Nicolas,16305.0,12172.0,8.2,16.4,32.9,82.2,90.4,98.6,98.6,115.0,115.0,115.0,115.0
Nuble,16,Treguaco,16207.0,5696.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nuble,16,Yungay,16109.0,18596.0,5.4,37.6,53.8,139.8,199.0,204.3,225.9,225.9,242.0,247.4,247.4
Nuble,16,Total,,511551.0,31.7,50.6,72.3,92.7,109.7,115.1,120.8,123.9,128.2,134.7,140.9
Biobio,08,Alto Biobio,8314.0,6775.0,14.8,0.0,0.0,0.0,0.0,0.0,0.0,14.8,14.8,14.8,0.0
Biobio,08,Antuco,8302.0,4306.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Biobio,08,Arauco,8202.0,38679.0,5.2,12.9,15.5,15.5,15.5,15.5,15.5,12.9,15.5,15.5,15.5
Biobio,08,Cabrero,8303.0,30725.0,0.0,0.0,3.3,3.3,3.3,13.0,22.8,26.0,29.3,29.3,42.3
Biobio,08,Canete,8203.0,37003.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Biobio,08,Chiguayante,8103.0,91180.0,6.6,19.7,28.5,35.1,38.4,43.9,45.0,40.6,42.8,45.0,62.5
Biobio,08,Concepcion,8101.0,238092.0,11.8,19.7,22.3,29.4,30.7,34.0,38.6,54.6,59.6,62.6,57.1
Biobio,08,Contulmo,8204.0,6330.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Biobio,08,Coronel,8102.0,125829.0,0.0,8.7,9.5,10.3,14.3,14.3,14.3,11.9,11.9,11.9,12.7
Biobio,08,Curanilahue,8205.0,33892.0,0.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,5.9
Biobio,08,Florida,8104.0,11841.0,0.0,0.0,16.9,16.9,16.9,16.9,16.9,33.8,33.8,33.8,25.3
Biobio,08,Hualpen,8112.0,97273.0,1.0,40.1,51.4,68.9,76.1,85.3,95.6,66.8,72.0,79.2,105.9
Biobio,08,Hualqui,8105.0,26201.0,7.6,11.4,11.4,26.7,26.7,26.7,30.5,34.3,49.6,57.2,72.5
Biobio,08,Laja,8304.0,23873.0,4.2,8.4,12.6,20.9,20.9,20.9,25.1,29.3,29.3,29.3,41.9
Biobio,08,Lebu,8201.0,27100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Biobio,08,Los Alamos,8206.0,22524.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.4
Biobio,08,Los Angeles,8301.0,218515.0,5.0,6.9,5.5,7.8,10.1,10.1,10.1,11.4,11.9,13.7,14.2
Biobio,08,Lota,8106.0,45750.0,0.0,0.0,2.2,2.2,2.2,2.2,2.2,2.2,2.2,2.2,2.2
Biobio,08,Mulchen,8305.0,31041.0,6.4,16.1,16.1,16.1,16.1,16.1,16.1,16.1,16.1,16.1,16.1
Biobio,08,Nacimiento,8306.0,27944.0,3.6,7.2,7.2,7.2,14.3,17.9,32.2,35.8,35.8,35.8,35.8
Biobio,08,Negrete,8307.0,10429.0,0.0,0.0,0.0,9.6,19.2,19.2,19.2,19.2,19.2,19.2,19.2
Biobio,08,Penco,8107.0,49865.0,0.0,2.0,6.0,10.0,10.0,10.0,18.0,22.1,24.1,30.1,34.1
Biobio,08,Quilaco,8308.0,4179.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Biobio,08,Quilleco,8309.0,10032.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0
Biobio,08,San Pedro de la Paz,8108.0,145906.0,12.3,34.3,38.4,43.2,48.7,50.0,54.8,51.4,51.4,58.3,67.9
Biobio,08,San Rosendo,8310.0,3611.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Biobio,08,Santa Barbara,8311.0,14592.0,6.9,13.7,13.7,13.7,13.7,13.7,13.7,20.6,20.6,20.6,20.6
Biobio,08,Santa Juana,8109.0,14779.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.8,13.5
Biobio,08,Talcahuano,8110.0,158345.0,1.3,14.5,18.3,22.7,28.4,29.1,35.4,51.8,53.7,61.3,56.8
Biobio,08,Tirua,8207.0,11019.0,0.0,0.0,18.2,36.3,36.3,36.3,36.3,36.3,36.3,36.3,36.3
Biobio,08,Tome,8111.0,58729.0,6.8,10.2,15.3,42.6,51.1,51.1,63.0,63.0,63.0,69.8,85.1
Biobio,08,Tucapel,8312.0,15205.0,0.0,0.0,0.0,0.0,6.6,6.6,6.6,0.0,6.6,6.6,6.6
Biobio,08,Yumbel,8313.0,22132.0,22.6,22.6,22.6,22.6,22.6,22.6,22.6,22.6,22.6,27.1,27.1
Biobio,08,Total,,1663696.0,5.1,14.4,18.2,23.0,26.4,28.5,30.8,32.6,34.7,37.7,41.4
La Araucania,09,Angol,9201.0,56058.0,12.5,23.2,21.4,26.8,41.0,42.8,49.9,64.2,67.8,91.0,133.8
La Araucania,09,Carahue,9102.0,25486.0,3.9,7.8,7.8,11.8,23.5,23.5,70.6,78.5,86.3,102.0,117.7
La Araucania,09,Cholchol,9121.0,12341.0,8.1,16.2,24.3,16.2,24.3,32.4,32.4,32.4,40.5,40.5,40.5
La Araucania,09,Collipulli,9202.0,26148.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8,3.8,0.0,3.8,7.6
La Araucania,09,Cunco,9103.0,18055.0,0.0,0.0,0.0,27.7,27.7,27.7,27.7,33.2,33.2,33.2,33.2
La Araucania,09,Curacautin,9203.0,18178.0,0.0,0.0,0.0,11.0,16.5,27.5,27.5,27.5,27.5,27.5,33.0
La Araucania,09,Curarrehue,9104.0,7802.0,12.8,25.6,38.5,38.5,51.3,51.3,51.3,51.3,51.3,51.3,51.3
La Araucania,09,Ercilla,9204.0,8458.0,0.0,0.0,0.0,0.0,23.6,23.6,35.5,35.5,47.3,82.8,94.6
La Araucania,09,Freire,9105.0,25446.0,7.9,7.9,19.6,19.6,19.6,19.6,19.6,19.6,19.6,23.6,27.5
La Araucania,09,Galvarino,9106.0,12633.0,7.9,39.6,7.9,15.8,15.8,15.8,15.8,15.8,15.8,15.8,15.8
La Araucania,09,Gorbea,9107.0,15148.0,26.4,19.6,46.2,66.0,66.0,66.0,66.0,66.0,66.0,66.0,79.2
La Araucania,09,Lautaro,9108.0,40746.0,4.9,8.1,24.5,39.3,46.6,46.6,54.0,61.4,66.3,73.6,83.4
La Araucania,09,Loncoche,9109.0,24739.0,8.1,0.0,16.2,16.2,24.3,24.3,24.3,36.4,36.4,36.4,36.4
La Araucania,09,Lonquimay,9205.0,11049.0,0.0,7.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
La Araucania,09,Los Sauces,9206.0,7517.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
La Araucania,09,Lumaco,9207.0,10050.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
La Araucania,09,Melipeuco,9110.0,6265.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
La Araucania,09,Nueva Imperial,9111.0,33777.0,0.0,17.1,32.6,47.4,59.2,65.1,74.0,94.7,100.7,109.5,106.6
La Araucania,09,Padre Las Casas,9112.0,82110.0,11.0,13.8,40.2,53.6,59.7,59.7,59.7,63.3,70.6,86.5,95.0
La Araucania,09,Perquenco,9113.0,7223.0,13.8,23.0,27.7,13.8,27.7,27.7,41.5,41.5,55.4,83.1,83.1
La Araucania,09,Pitrufquen,9114.0,26096.0,15.3,10.1,26.8,42.2,46.0,46.0,61.3,69.0,65.1,72.8,72.8
La Araucania,09,Pucon,9115.0,29782.0,10.1,8.2,10.1,13.4,16.8,16.8,16.8,20.1,33.6,36.9,40.3
La Araucania,09,Puren,9208.0,12188.0,0.0,5.9,8.2,16.4,16.4,16.4,16.4,16.4,16.4,16.4,16.4
La Araucania,09,Renaico,9209.0,10833.0,0.0,0.0,0.0,0.0,9.2,9.2,18.5,18.5,18.5,27.7,36.9
La Araucania,09,Saavedra,9116.0,12793.0,0.0,0.0,7.8,7.8,7.8,7.8,7.8,0.0,7.8,62.5,117.3
La Araucania,09,Temuco,9101.0,302931.0,50.8,74.3,96.7,120.5,134.4,146.2,155.5,167.0,180.6,199.7,212.9
La Araucania,09,Teodoro Schmidt,9117.0,15786.0,0.0,25.3,12.7,19.0,19.0,25.3,31.7,31.7,31.7,31.7,38.0
La Araucania,09,Tolten,9118.0,10055.0,9.9,29.8,39.8,49.7,69.6,69.6,69.6,59.7,59.7,59.7,59.7
La Araucania,09,Traiguen,9210.0,19314.0,0.0,0.0,0.0,0.0,0.0,5.2,10.4,10.4,10.4,15.5,15.5
La Araucania,09,Victoria,9211.0,35467.0,14.1,19.7,31.0,33.8,42.3,42.3,42.3,36.7,36.7,78.9,155.1
La Araucania,09,Vilcun,9119.0,30766.0,13.0,16.3,35.8,58.5,65.0,65.0,78.0,87.8,94.3,120.3,126.8
La Araucania,09,Villarrica,9120.0,59103.0,1.7,6.8,10.2,18.6,25.4,25.4,30.5,32.1,28.8,30.5,32.1
La Araucania,09,Total,,1014343.0,20.0,33.8,42.6,55.4,66.0,70.2,78.4,81.4,89.4,100.7,112.9
Los Rios,14,Corral,14102.0,5447.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.4,18.4,18.4,18.4
Los Rios,14,Futrono,14202.0,15261.0,0.0,13.1,13.1,32.8,32.8,32.8,32.8,32.8,32.8,32.8,32.8
Los Rios,14,La Union,14201.0,39538.0,2.5,22.8,25.3,43.0,45.5,45.5,45.5,58.2,58.2,53.1,68.3
Los Rios,14,Lago Ranco,14203.0,10292.0,0.0,9.7,9.7,19.4,19.4,19.4,19.4,19.4,19.4,19.4,19.4
Los Rios,14,Lanco,14103.0,17652.0,0.0,5.7,5.7,11.3,11.3,11.3,11.3,22.7,22.7,22.7,28.3
Los Rios,14,Los Lagos,14104.0,20518.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Los Rios,14,Mafil,14105.0,7389.0,13.5,13.5,13.5,13.5,13.5,13.5,13.5,13.5,13.5,13.5,27.1
Los Rios,14,Mariquina,14106.0,23250.0,0.0,8.6,12.9,25.8,34.4,34.4,34.4,38.7,38.7,34.4,38.7
Los Rios,14,Paillaco,14107.0,20798.0,0.0,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,9.6
Los Rios,14,Panguipulli,14108.0,35991.0,0.0,0.0,0.0,0.0,0.0,0.0,5.6,0.0,0.0,2.8,0.0
Los Rios,14,Rio Bueno,14204.0,32925.0,6.1,6.1,6.1,15.2,15.2,15.2,30.4,21.3,21.3,33.4,30.4
Los Rios,14,Valdivia,14101.0,176774.0,6.8,25.5,26.6,36.8,40.7,46.4,49.8,54.9,57.1,57.1,59.4
Los Rios,14,Total,,405835.0,3.9,15.8,19.2,25.6,28.1,30.6,34.0,37.0,37.9,38.4,41.4
Los Lagos,10,Ancud,10202.0,42458.0,0.0,0.0,0.0,0.0,4.7,7.1,7.1,7.1,7.1,18.8,21.2
Los Lagos,10,Calbuco,10102.0,36744.0,10.9,13.6,13.6,13.6,13.6,13.6,19.1,13.6,21.8,16.3,19.1
Los Lagos,10,Castro,10201.0,47607.0,2.1,2.1,2.1,8.4,12.6,14.7,14.7,14.7,14.7,14.7,14.7
Los Lagos,10,Chaiten,10401.0,5020.0,0.0,19.9,19.9,19.9,19.9,19.9,19.9,19.9,19.9,19.9,19.9
Los Lagos,10,Chonchi,10203.0,16013.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Los Lagos,10,Cochamo,10103.0,4006.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,25.0,25.0
Los Lagos,10,Curaco de Velez,10204.0,4066.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Los Lagos,10,Dalcahue,10205.0,15069.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Los Lagos,10,Fresia,10104.0,12656.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.9,7.9,0.0
Los Lagos,10,Frutillar,10105.0,20223.0,0.0,0.0,4.9,14.8,14.8,14.8,24.7,29.7,29.7,29.7,29.7
Los Lagos,10,Futaleufu,10402.0,2806.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Los Lagos,10,Hualaihue,10403.0,9525.0,10.5,31.5,31.5,31.5,31.5,31.5,31.5,31.5,31.5,31.5,31.5
Los Lagos,10,Llanquihue,10107.0,18621.0,0.0,0.0,0.0,0.0,0.0,0.0,16.1,5.4,10.7,5.4,5.4
Los Lagos,10,Los Muermos,10106.0,17817.0,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6
Los Lagos,10,Maullin,10108.0,14894.0,0.0,0.0,0.0,0.0,0.0,6.7,6.7,6.7,13.4,6.7,6.7
Los Lagos,10,Osorno,10301.0,173410.0,38.1,69.2,94.0,109.6,119.4,126.9,133.8,139.0,143.6,152.8,160.3
Los Lagos,10,Palena,10404.0,1827.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Los Lagos,10,Puerto Montt,10101.0,269398.0,12.6,16.3,9.3,13.0,13.7,14.5,25.2,27.1,28.2,27.8,27.1
Los Lagos,10,Puerto Octay,10302.0,9192.0,10.9,10.9,10.9,10.9,10.9,10.9,10.9,10.9,10.9,10.9,21.8
Los Lagos,10,Puerto Varas,10109.0,48620.0,2.1,2.1,4.1,8.2,6.2,6.2,12.3,14.4,16.5,16.5,18.5
Los Lagos,10,Puqueldon,10206.0,4201.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Los Lagos,10,Purranque,10303.0,21080.0,0.0,4.7,23.7,23.7,52.2,75.9,75.9,75.9,75.9,75.9,80.6
Los Lagos,10,Puyehue,10304.0,11787.0,8.5,8.5,8.5,8.5,17.0,17.0,17.0,8.5,8.5,8.5,8.5
Los Lagos,10,Queilen,10207.0,5543.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Los Lagos,10,Quellon,10208.0,29309.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Los Lagos,10,Quemchi,10209.0,8783.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Los Lagos,10,Quinchao,10210.0,8298.0,12.1,12.1,12.1,12.1,12.1,12.1,12.1,12.1,12.1,12.1,12.1
Los Lagos,10,Rio Negro,10305.0,14275.0,0.0,0.0,7.0,7.0,7.0,14.0,21.0,21.0,28.0,28.0,35.0
Los Lagos,10,San Juan de la Costa,10306.0,7639.0,0.0,0.0,0.0,91.6,144.0,144.0,183.3,170.2,196.4,209.5,288.0
Los Lagos,10,San Pablo,10307.0,10553.0,9.5,9.5,19.0,19.0,56.9,56.9,56.9,56.9,56.9,75.8,75.8
Los Lagos,10,Total,,891440.0,12.6,20.3,26.2,32.1,36.5,39.2,42.6,43.7,46.2,48.3,50.8
Aysen,11,Aysen,11201.0,25002.0,4.0,4.0,16.0,20.0,16.0,16.0,16.0,12.0,12.0,4.0,4.0
Aysen,11,Chile Chico,11401.0,5121.0,0.0,0.0,0.0,19.5,19.5,19.5,19.5,19.5,19.5,19.5,19.5
Aysen,11,Cisnes,11202.0,5828.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aysen,11,Cochrane,11301.0,3685.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aysen,11,Coyhaique,,61210.0,3.3,3.3,3.3,1.6,1.6,1.6,1.6,3.3,3.3,4.9,4.9
Aysen,11,Guaitecas,11203.0,1599.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aysen,11,Lago Verde,11102.0,920.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aysen,11,OHiggins,,661.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aysen,11,Rio Ibanez,11402.0,2699.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aysen,11,Tortel,11303.0,572.0,0.0,0.0,0.0,0.0,174.8,174.8,174.8,174.8,174.8,0.0,0.0
Aysen,11,Total,,107297.0,2.8,2.8,5.6,6.5,6.5,6.5,6.5,6.5,6.5,4.7,4.7
Magallanes y la Antartica,12,Antartica,12202.0,137.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Magallanes y la Antartica,12,Cabo de Hornos,12201.0,1983.0,252.1,302.6,302.6,504.3,554.7,655.6,907.7,907.7,907.7,857.3,857.3
Magallanes y la Antartica,12,Laguna Blanca,12102.0,264.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Magallanes y la Antartica,12,Natales,12401.0,23782.0,4.2,16.8,21.0,21.0,21.0,25.2,25.2,25.2,29.4,25.2,29.4
Magallanes y la Antartica,12,Porvenir,12301.0,7323.0,0.0,27.3,27.3,41.0,41.0,41.0,54.6,54.6,68.3,109.2,109.2
Magallanes y la Antartica,12,Primavera,12302.0,694.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,144.1,144.1,144.1
Magallanes y la Antartica,12,Punta Arenas,12101.0,141984.0,20.4,61.3,100.7,143.0,145.8,210.6,272.6,293.0,331.0,363.4,409.2
Magallanes y la Antartica,12,Rio Verde,12103.0,211.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Magallanes y la Antartica,12,San Gregorio,12104.0,681.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Magallanes y la Antartica,12,Timaukel,12303.0,282.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Magallanes y la Antartica,12,Torres del Paine,12402.0,1021.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Magallanes y la Antartica,12,Total,,178362.0,19.6,55.5,87.5,123.9,149.1,185.6,232.7,248.9,280.9,307.2,345.4
